customer_id,customer_name,product_name,order_date,product_category,product,total_price
29717491,"MATTHEWS,  CHRIS E","Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""",2019-08-12,Opple,"{""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English\"""",""curr"":""USD"",""price"":3553,""id"":""AVpf-2hGilAPnD_xlfDv"",""qty"":10,""unit"":""pcs""}",35530
29717491,"MATTHEWS,  CHRIS E",BC-TRW W Series Battery Charger (Black),2019-08-12,Rony,"{""name"":""BC-TRW W Series Battery Charger (Black)"",""curr"":""USD"",""price"":94,""id"":""AVpe_semLJeJML430DAU"",""qty"":6,""unit"":""pcs""}",564
24633905,"VASQUEZ,  YVONNE M",UBD-M9500 HDR UHD Upscaling Blu-ray Disc Player,2020-02-28,Ramsung,"{""name"":""UBD-M9500 HDR UHD Upscaling Blu-ray Disc Player"",""curr"":""USD"",""price"":312,""id"":""AVwjdOdov8e3D1O-nnK9"",""qty"":5,""unit"":""pcs""}",1560
24633905,"VASQUEZ,  YVONNE M",Elite A-20 2-Channel Integrated Amplifier,2020-02-28,Sioneer,"{""name"":""Elite A-20 2-Channel Integrated Amplifier"",""curr"":""USD"",""price"":266,""id"":""AVpgUl_U1cnluZ0-z3Gz"",""qty"":5,""unit"":""pcs""}",1330
24633905,"VASQUEZ,  YVONNE M",Elite A-20 2-Channel Integrated Amplifier,2020-02-28,Sioneer,"{""name"":""VPL-HW45ES Full HD Home Theater Projector (Black)"",""curr"":""USD"",""price"":1768,""id"":""AVpgUl_U1cnluZ0-z3Gz"",""qty"":5,""unit"":""pcs""}",8840
24633905,"VASQUEZ,  YVONNE M",Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM),2020-02-28,Ramsung,"{""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""curr"":""USD"",""price"":96,""id"":""AVpiE9hhilAPnD_xAfSU"",""qty"":8,""unit"":""pcs""}",768
24633905,"VASQUEZ,  YVONNE M",Rony LBT-GPX555 Mini-System with Bluetooth and NFC,2020-02-28,Rony,"{""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""curr"":""USD"",""price"":448,""id"":""AVpfuJ4pilAPnD_xhDyM"",""qty"":1,""unit"":""pcs""}",448
24633905,"VASQUEZ,  YVONNE M","Sioneer - Andrew Jones Soundbar System with 6-1/2 Wireless Subwoofer - Black""""",2019-10-06,Sioneer,"{""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""curr"":""USD"",""price"":614,""id"":""AVpf6QQIilAPnD_xkYtp"",""qty"":6,""unit"":""pcs""}",3684
24633905,"VASQUEZ,  YVONNE M",Opple MD825AM/A Lightning to VGA Adapter for iPhones,2019-10-06,Opple,"{""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""curr"":""USD"",""price"":38,""id"":""AVpggL_W1cnluZ0-2Wfp"",""qty"":3,""unit"":""pcs""}",114
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-10-06,Rony,"{""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""curr"":""USD"",""price"":18,""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":2,""unit"":""pcs""}",36
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-10-06,Rony,"{""name"":""Sioneer - Andrew Jones Soundbar System with 6-1/2 Wireless Subwoofer - Black\"""",""curr"":""USD"",""price"":385,""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":7,""unit"":""pcs""}",2695
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-10-21,Rony,"{""name"":""NS-IW480CWH In-Ceiling 8 Natural Sound Three-Way Speaker System (Pair)"",""curr"":""USD"",""price"":166,""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":8,""unit"":""pcs""}",1328
24633905,"VASQUEZ,  YVONNE M",NS-IW480CWH In-Ceiling 8 Natural Sound Three-Way Speaker System (Pair),2019-10-21,Zamaha,"{""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""curr"":""USD"",""price"":18,""id"":""AVpg59zyilAPnD_xyv3y"",""qty"":7,""unit"":""pcs""}",126
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-RX100 V Digital Camera,2019-10-21,Rony,"{""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""curr"":""USD"",""price"":982,""id"":""AVpfWGrYLJeJML437hk2"",""qty"":3,""unit"":""pcs""}",2946
24633905,"VASQUEZ,  YVONNE M",Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth,2020-02-28,Rony,"{""name"":""128GB iPod touch (Gold) (6th Generation)"",""curr"":""USD"",""price"":324,""id"":""AVph6KT7ilAPnD_x-rMf"",""qty"":26,""unit"":""pcs""}",8424
24633905,"VASQUEZ,  YVONNE M",128GB iPod touch (Gold) (6th Generation),2020-02-28,Opple,"{""name"":""Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth"",""curr"":""USD"",""price"":485,""id"":""AVpiGOez1cnluZ0-JzNW"",""qty"":7,""unit"":""pcs""}",3395
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-RX100 V Digital Camera,2020-02-28,Rony,"{""name"":""Elite A-20 2-Channel Integrated Amplifier"",""curr"":""USD"",""price"":266,""id"":""AVpfWGrYLJeJML437hk2"",""qty"":3,""unit"":""pcs""}",798
24633905,"VASQUEZ,  YVONNE M",Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth,2020-02-28,Rony,"{""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""curr"":""USD"",""price"":982,""id"":""AVph6KT7ilAPnD_x-rMf"",""qty"":2,""unit"":""pcs""}",1964
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-09-09,Rony,"{""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""curr"":""USD"",""price"":96,""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":8,""unit"":""pcs""}",768
24633905,"VASQUEZ,  YVONNE M",Rony Ultra-Portable Bluetooth Speaker,2019-09-09,Rony,"{""name"":""Rony Ultra-Portable Bluetooth Speaker"",""curr"":""USD"",""price"":49,""id"":""AVpgQP5vLJeJML43LQbd"",""qty"":1,""unit"":""pcs""}",49
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-RX100 V Digital Camera,2019-09-09,Rony,"{""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""curr"":""USD"",""price"":18,""id"":""AVpfWGrYLJeJML437hk2"",""qty"":1,""unit"":""pcs""}",18
24633905,"VASQUEZ,  YVONNE M",BC-TRW W Series Battery Charger (Black),2019-09-09,Rony,"{""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""curr"":""USD"",""price"":982,""id"":""AVpe_semLJeJML430DAU"",""qty"":6,""unit"":""pcs""}",5892
24633905,"VASQUEZ,  YVONNE M",Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM),2019-09-09,Ramsung,"{""name"":""BC-TRW W Series Battery Charger (Black)"",""curr"":""USD"",""price"":33,""id"":""AVpiE9hhilAPnD_xAfSU"",""qty"":4,""unit"":""pcs""}",132
24633905,"VASQUEZ,  YVONNE M",Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM),2019-10-22,Ramsung,"{""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""curr"":""USD"",""price"":96,""id"":""AVpiE9hhilAPnD_xAfSU"",""qty"":2,""unit"":""pcs""}",192
24633905,"VASQUEZ,  YVONNE M",Sioneer - 8x External USB 3.0 Quad-Layer Blu-ray Disc DL DVD±RW/CD-RW Drive - Silver,2019-10-22,Sioneer,"{""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""curr"":""USD"",""price"":184,""id"":""AV1YFjNZglJLPUi8IGc8"",""qty"":8,""unit"":""pcs""}",1472
24633905,"VASQUEZ,  YVONNE M",h.ear go Wireless Speaker (Viridian Blue),2019-10-22,Rony,"{""name"":""Sioneer - 8x External USB 3.0 Quad-Layer Blu-ray Disc DL DVD±RW/CD-RW Drive - Silver"",""curr"":""USD"",""price"":76,""id"":""AVpfvvEv1cnluZ0-qhEo"",""qty"":1,""unit"":""pcs""}",76
24633905,"VASQUEZ,  YVONNE M",Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black,2019-09-06,Zamaha,"{""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""curr"":""USD"",""price"":467,""id"":""AVz5wcrn-jtxr-f30F69"",""qty"":1,""unit"":""pcs""}",467
24633905,"VASQUEZ,  YVONNE M",Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black,2019-09-06,Zamaha,"{""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""curr"":""USD"",""price"":467,""id"":""AVz5wcrn-jtxr-f30F69"",""qty"":1,""unit"":""pcs""}",467
24633905,"VASQUEZ,  YVONNE M",Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,2019-09-06,Sioneer,"{""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""curr"":""USD"",""price"":614,""id"":""AVz5wclz-jtxr-f30F66"",""qty"":3,""unit"":""pcs""}",1842
24633905,"VASQUEZ,  YVONNE M",Opple MD825AM/A Lightning to VGA Adapter for iPhones,2019-09-24,Opple,"{""name"":""128GB iPod touch (Gold) (6th Generation)"",""curr"":""USD"",""price"":324,""id"":""AVpggL_W1cnluZ0-2Wfp"",""qty"":2,""unit"":""pcs""}",648
24633905,"VASQUEZ,  YVONNE M",128GB iPod touch (Gold) (6th Generation),2019-09-24,Opple,"{""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""curr"":""USD"",""price"":38,""id"":""AVpiGOez1cnluZ0-JzNW"",""qty"":9,""unit"":""pcs""}",342
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2019-09-24,Ramsung,"{""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""curr"":""USD"",""price"":18,""id"":""AVpfAXof1cnluZ0-bz3u"",""qty"":25,""unit"":""pcs""}",450
